median_house_value,housing_median_age,total_rooms,total_bedrooms,population
86400,33,1980,488,1626
86500,39,395,159,620
86300,37,2395,627,2489
93400,36,1421,367,1418
91800,34,1144,295,1271
125000,36,26,14,58
83300,52,280,71,217
47500,52,204,74,248
92500,46,928,236,790
93000,43,515,146,445
67500,23,1619,447,1025
131500,27,1846,509,1078
153100,18,2329,580,1538
143200,17,2020,534,1529
135600,28,1869,407,1074
125000,21,2894,685,2109
110400,17,1613,326,765
120800,38,281,55,151
146600,25,2495,438,1071
212300,4,30401,4957,13251
232800,11,3016,601,1727
182800,7,2810,464,1564
163600,16,1710,272,1025
172600,12,2363,408,1211
186600,45,1032,235,363
156300,16,3050,559,1444
238300,15,2869,405,1526
218100,8,3670,536,1723
263700,4,9018,1572,4438
218900,7,1427,243,927
114600,8,3405,961,1742
92500,14,3249,937,1929
138200,13,1743,363,854
166300,31,1727,342,879
174200,29,2863,534,1392
124200,4,2782,817,1309
175000,48,2012,422,893
192200,43,2167,464,977
139000,33,2279,591,1250
128100,28,2160,608,1339
147500,28,1605,501,936
118800,27,1426,364,792
116100,23,2681,717,1279
150000,17,1559,462,821
118300,37,2344,546,1134
114600,20,1406,413,850
119200,17,2060,633,1251
106700,15,2671,724,1800
101800,13,2795,773,1869
163400,52,1969,389,877
155200,46,1898,441,978
168800,50,2307,424,887
159100,36,6096,1285,3093
78500,33,1256,331,1315
111300,24,421,101,396
65700,38,818,217,953
78100,37,1361,348,1398
84100,36,1011,253,763
90500,14,819,237,827
93800,46,200,77,180
88500,37,1082,294,1146
136700,34,2003,466,1226
131600,26,1360,309,869
174100,21,1738,295,983
257700,20,2524,682,1819
57100,21,3254,669,1548
104100,29,2251,464,855
144100,17,2828,506,673
150000,17,1181,271,248
163200,4,3078,510,1341
244400,4,1611,239,275
193200,15,2241,381,997
171400,5,2618,539,1320
170700,16,1649,278,993
153900,12,2258,456,1147
80000,17,3164,652,1123
249500,10,3486,469,1700
240200,15,2267,292,1180
180400,15,4846,825,2797
195500,16,2918,444,1697
163400,17,1481,315,1002
169600,16,2173,399,1460
191100,16,1580,241,917
192300,16,1565,257,893
151200,16,3230,579,1825
196300,15,1450,266,747
175200,15,2785,644,1798
166500,26,2119,444,1202
177400,19,2157,554,1349
174900,35,2129,382,1044
175300,33,2731,456,1263
108300,15,1606,375,784
174100,35,1458,262,723
171700,30,2582,650,1098
140000,33,1591,461,794
162500,29,2568,682,1191
142900,27,2280,695,1235
127100,22,2623,732,1283
168800,50,1476,354,698
174100,37,4142,1031,1936
130600,31,2336,656,1186
150000,28,2279,671,1166
112500,24,1877,519,898
135000,23,3999,1182,2051
157600,20,2271,602,992
185300,52,1512,321,651
203200,50,1527,338,728
170100,46,3355,768,1457
213100,52,2676,557,1181
221100,52,1911,415,777
240900,52,1148,214,481
145000,43,2706,667,1531
137500,9,2436,720,1780
199100,52,1560,307,757
140600,43,2160,504,1221
120300,32,2197,623,1784
117900,19,1341,435,1048
126600,17,1285,423,1208
83300,44,1697,413,1396
87500,42,1145,314,1114
82700,38,993,246,760
81500,37,1220,325,1472
81300,35,614,180,691
75600,48,786,230,917
78900,42,1210,292,945
80200,38,1445,392,1286
70200,35,1179,344,1372
478500,10,7374,1157,1900
159400,32,1870,437,1142
195300,27,1417,373,814
100000,33,552,120,347
162000,3,5542,828,2506
204100,5,2634,359,1173
269600,26,7561,1051,2909
223200,5,4873,639,1947
208300,17,2889,587,1931
281300,11,4068,829,918
199800,11,5546,974,2300
202700,16,1660,236,733
168400,17,1149,182,702
174600,16,1129,198,758
264000,7,6126,1032,2662
199600,12,9302,1603,4074
241500,12,5949,799,2936
171100,16,2412,419,1612
171200,14,1946,463,1205
166700,12,1474,364,1009
106300,7,1308,418,766
132500,6,3069,750,1541
184700,15,3242,595,1936
160300,14,3014,710,2165
177500,25,2161,462,896
179100,34,1748,294,800
156900,41,2423,469,1813
169600,35,1267,212,710
188600,35,3578,582,1568
183000,31,984,161,422
160000,35,1785,493,965
145500,32,2587,681,1246
164100,28,3025,756,1328
142300,24,3523,991,1775
129200,37,1832,525,955
159400,35,1391,329,726
118100,29,1961,565,1002
131300,27,1551,464,880
172700,47,1494,327,689
178100,16,6075,1816,2592
137500,26,450,132,317
168800,43,1073,344,660
139100,42,1558,458,1227
160400,34,2533,862,2011
100000,52,979,314,975
87500,52,800,313,1337
106300,52,1225,332,955
72000,43,966,255,857
82900,39,1647,478,2176
139400,34,1694,455,1467
86500,48,510,180,545
89400,44,658,218,869
87000,43,1126,289,1132
92500,40,1227,330,1199
82700,36,633,148,557
77300,32,1280,353,1335
66800,30,5370,1062,2778
64800,31,265,55,186
171900,10,1039,174,317
129800,15,1852,316,906
127400,25,3670,644,1815
162300,9,1442,219,633
237200,32,2832,393,1033
217100,26,5305,701,1818
111500,2,6305,1265,2489
174200,4,9089,1413,3886
294600,16,2690,459,1253
158500,5,4750,962,2726
158900,15,1070,208,470
450400,4,15029,2279,5613
168300,16,2969,514,1594
168300,16,1972,402,1377
169300,15,1613,303,702
183200,10,2349,431,1598
166700,41,1413,261,1070
146300,23,2395,476,2284
205100,25,1577,266,611
92200,16,2056,631,847
302200,43,2361,489,824
179800,40,1809,474,826
175000,37,1921,502,811
214800,36,2644,674,1211
204200,9,2818,821,851
171400,27,3166,867,1332
263600,43,2383,607,962
137500,52,344,177,460
250000,51,1321,550,781
87500,52,402,183,557
137500,52,217,82,531
86300,52,458,148,1283
162500,50,475,172,483
73800,16,1579,327,934
135200,27,9285,1621,1135
135800,9,5306,993,2630
94300,17,2285,554,1412
149900,23,3215,462,1411
215300,3,2744,428,1223
187300,2,20391,3245,7132
147500,4,4952,1000,2912
404500,16,1988,279,770
214600,5,1619,272,1063
189100,5,8576,1952,5006
188000,28,2291,371,1098
176300,34,2275,375,1021
159000,14,4328,1100,2046
159700,37,422,79,211
187500,25,1399,329,1308
177800,22,2259,634,1213
154300,32,1731,413,1569
178600,24,3566,765,1697
137500,49,1566,494,643
200000,34,1785,558,804
245500,23,2474,594,1107
199100,19,5430,1593,2496
225000,52,852,262,389
418800,49,1815,495,601
466700,43,1437,406,692
261500,27,2335,604,982
243800,21,1882,486,903
112500,52,1682,617,873
200000,52,1218,471,821
225000,27,1245,471,653
162500,24,1232,663,1184
325000,5,2508,827,2066
147800,36,1940,399,1076
90800,15,5151,942,2896
94100,13,4460,925,2225
165500,15,4236,753,703
173900,3,15695,2248,6080
164400,2,3867,573,1275
138100,5,1473,228,842
108000,24,6573,1235,2904
149300,29,4007,700,1576
121500,24,2877,507,1141
230600,33,4583,648,1760
187500,7,77,12,64
177300,2,7401,1187,2826
189900,15,3313,679,1022
214300,25,596,115,426
212500,24,3541,530,1591
198100,24,1623,417,911
187500,24,1569,377,715
178700,33,3064,506,1355
184100,26,2424,388,974
157600,20,2827,554,1822
123600,44,2262,647,3009
133300,43,1269,297,946
145200,42,1104,305,892
164100,17,3845,1051,3102
164800,6,3856,875,1547
166800,35,1399,274,695
289600,52,1052,239,381
249000,38,5430,1176,2357
240000,28,1514,384,540
361500,39,3803,806,1567
289400,38,5054,1168,2366
112500,52,55,18,65
116700,52,408,143,313
215000,52,1578,487,879
262500,44,626,256,572
205000,7,2493,693,951
187500,39,311,181,206
409700,33,4084,897,1804
422200,45,3168,598,1341
500001,40,2236,331,767
334600,19,2802,802,1159
187500,16,5895,1424,873
67500,26,1617,279,2745
98500,5,3772,619,2097
71300,33,399,87,71
90300,28,2243,399,1464
112500,7,1347,301,799
75300,28,1306,279,885
97400,14,1258,245,752
81900,28,699,180,432
85100,26,1953,446,1284
137000,52,1820,342,601
122300,29,3436,731,1323
152800,38,2492,381,1003
169300,7,1697,424,808
500001,13,270,42,120
159900,15,5923,1206,3943
117500,7,6225,1683,5410
279900,16,3470,601,1197
260900,4,19001,2688,8980
175900,31,3064,575,1476
165100,30,2290,523,1272
162000,31,1772,353,1090
182800,27,2346,399,1105
162300,25,1756,301,722
204000,28,3436,537,1503
179500,19,6823,1509,3784
198500,30,2456,390,1022
217100,10,3821,631,1605
140400,30,5201,1104,2961
210000,21,4185,1018,3122
200600,23,1215,225,592
87500,16,2374,780,913
158900,8,3694,997,1297
67500,17,711,254,327
408500,52,1539,212,535
459600,52,1504,208,518
284700,36,2282,534,918
274000,39,3132,738,1200
500001,52,1837,313,668
432400,48,2764,491,978
452800,44,2819,514,1258
320800,37,3112,716,1304
255200,16,7961,1147,879
97700,5,2167,384,1174
126500,5,4458,751,2392
84700,22,2467,555,1567
72500,40,2374,500,1772
72800,37,1467,348,1316
102700,21,6107,1559,2805
117600,52,1949,432,767
134600,33,3007,498,1252
117800,33,1688,313,808
152400,36,2223,361,942
381800,20,856,124,395
143000,3,21060,3366,9623
83500,24,5783,1256,1990
136400,3,6484,1037,3295
187500,6,108,18,43
296100,16,3031,554,1301
314400,15,3310,488,1104
209700,7,3561,722,1921
267400,19,3716,563,1788
272400,18,4231,728,2030
417500,15,2895,498,1164
172000,35,2263,427,1001
197100,30,2492,406,1250
169800,30,2288,448,1240
192900,35,2197,353,945
204000,35,1074,180,442
208200,34,3850,608,1619
207000,33,5226,833,2221
166300,16,2593,794,1235
235100,36,1514,258,665
238400,35,1788,378,777
140600,14,3575,992,1645
500001,52,1294,175,434
162500,52,25,5,13
500001,52,1495,230,459
411600,52,1388,213,513
258300,33,1115,316,583
482700,35,2921,438,1042
118500,12,4476,761,2255
92200,10,4201,850,2378
101900,7,4998,953,2764
92500,7,8414,1584,5146
230900,17,9419,1455,1382
137200,22,8106,1665,1062
173200,18,1859,251,747
144800,18,1920,333,890
160000,14,2647,524,989
126700,14,3998,711,1509
113900,24,3532,618,1681
173400,24,1587,222,676
153200,23,1762,267,1132
161300,14,1265,230,621
110100,8,5528,1073,1674
98600,16,5373,1079,1573
83300,24,4210,920,1283
92400,23,6323,1196,1984
291500,14,5392,821,2350
307300,12,4992,780,2106
286400,16,4409,629,1875
199000,11,4091,864,1927
139200,19,2025,414,1663
411300,5,10394,1617,4496
267000,4,4308,1095,1923
181400,32,2033,394,989
161400,35,1377,350,792
171600,35,1217,220,643
200000,34,4854,912,2089
192200,34,757,212,409
300000,16,2079,394,746
241600,38,2662,498,1132
196900,31,1952,471,936
148400,17,4379,629,1720
167600,16,3326,569,527
140700,16,1613,245,811
92900,31,3037,565,1834
90900,32,1677,354,1021
89400,27,1245,229,692
90900,26,1757,304,905
143100,5,5749,1385,2382
137500,4,2904,764,1250
224700,14,3063,426,1570
197700,3,18356,2537,8437
155500,5,8403,1240,3962
152600,4,10002,1468,5439
122100,2,4198,805,1943
97900,16,8476,1758,2711
150900,7,7722,1324,2975
325700,10,5294,817,2312
253700,22,3337,518,1288
163800,16,1787,361,1446
196000,13,2937,698,1246
163300,12,4839,954,1708
168000,19,3068,596,912
132800,15,1889,368,754
258900,4,3261,689,926
500001,20,3370,433,1020
500001,26,3194,454,1032
467600,3,6251,988,2330
156100,14,3114,773,1592
254400,12,1428,303,528
260700,26,1352,202,654
326000,24,3596,494,1573
148600,16,2800,566,1267
277500,26,2012,315,872
182100,34,2158,366,1046
166000,36,1475,328,806
162500,35,2259,501,1340
199600,28,3241,533,1334
184800,33,4773,873,1954
283800,27,1318,216,495
302100,26,2496,407,1062
289600,34,1398,222,532
262100,27,2072,534,1118
300000,15,1716,702,914
334500,52,1245,174,468
119200,8,12526,2495,6133
109900,7,2449,447,1217
98500,5,4787,910,1944
110200,10,5951,1330,3204
82500,34,2457,499,1538
77200,30,2512,597,1390
80400,26,2972,603,1972
129200,8,3065,692,1440
117000,14,5104,1026,3513
130900,5,16884,2865,9509
121500,8,8302,1461,5155
500001,16,56,7,39
113700,4,9911,1946,5145
126500,3,5284,920,2703
109200,7,1810,386,931
117200,12,1869,356,1007
493300,5,1585,247,510
263300,16,3165,482,1351
190800,17,3675,672,1693
162500,15,1430,343,704
198800,19,4400,828,1901
205500,31,1736,277,801
216900,16,3004,656,1948
183900,13,4273,886,2328
135700,6,1487,362,810
210400,5,4576,848,2314
176600,5,3511,1008,1599
171000,14,3512,807,1835
274400,26,1647,261,694
363600,19,2691,347,1154
176900,34,2936,597,1512
190200,31,3958,727,1924
200400,31,2558,512,1164
237300,17,1124,187,553
183900,35,756,135,423
303100,22,3738,795,1476
362500,24,730,196,335
362500,21,1703,335,902
183300,23,1906,525,1029
291000,34,6001,1111,2654
125000,26,696,185,384
162000,26,617,112,251
225000,24,3914,985,2147
345700,52,1283,173,436
345200,52,1260,202,555
287500,41,2621,542,1074
167800,9,5756,807,2158
170600,9,4055,536,1458
137200,17,5036,817,2084
129400,16,2577,521,956
68700,10,1145,293,726
81600,6,4464,1093,2364
73500,18,1439,319,699
78300,33,2170,500,1425
81300,22,1162,221,995
163300,5,9179,1361,4573
114200,8,2405,537,1594
142000,7,13195,2696,6763
136600,5,11775,2031,6686
100000,2,1424,251,681
89300,17,3318,759,2016
81500,23,3465,703,2672
83000,5,2108,496,1666
125900,10,3659,650,1476
183000,6,13724,2269,5860
173200,18,3339,704,1727
240100,26,1991,330,1014
172000,13,2899,657,1946
97000,18,2334,573,962
148800,16,3224,729,1036
164600,34,544,108,348
213800,21,1934,386,861
166000,29,3372,720,1770
192500,22,2554,447,1147
214500,2,4624,946,2091
279600,7,5320,855,2015
500001,18,3961,511,1541
500001,17,2718,326,1011
188300,16,1675,354,604
209800,15,1703,320,587
180100,15,1199,301,510
316700,25,4229,601,1634
422200,24,3271,508,1496
406300,22,3205,429,1083
241700,28,3379,918,1849
244400,27,1297,355,776
190600,22,2981,873,1751
229400,21,2429,579,1011
266700,28,2453,648,1082
137500,5,1824,509,892
165000,21,2050,608,1131
159800,11,4304,1245,1960
263800,44,1404,229,513
238200,35,2615,525,1312
240200,35,2914,683,1562
500001,38,2827,581,972
186100,4,5027,797,1869
140200,26,2041,293,936
128400,23,3847,608,1621
107500,6,2383,606,1301
98900,26,3774,716,1913
87500,24,1203,310,594
72300,29,2654,667,1822
73200,23,1920,454,1161
93300,9,3603,786,1782
223900,5,1775,234,726
214500,17,3362,507,1520
132600,11,6617,1118,3710
113900,15,1569,423,1123
136300,8,1031,201,606
104200,9,6907,1379,3665
227000,16,2704,463,1322
171200,16,2792,525,1696
180900,14,4687,793,2436
222600,11,2786,480,1250
257300,17,2866,442,1354
150900,21,1718,308,1194
196000,13,3756,648,1767
162500,20,1962,334,1173
151400,9,2486,626,1938
121700,19,1872,489,1859
111300,18,1846,419,1581
147500,25,1631,415,1045
159400,19,1569,351,1035
169200,15,3029,555,1559
344200,11,5827,882,2588
147600,13,3498,663,1412
369100,16,2512,356,795
337000,4,6423,1042,2607
329300,18,1591,268,547
294400,12,2165,437,792
500001,22,3479,448,1252
394400,34,2420,391,917
332400,33,1588,289,683
276300,30,1917,462,828
234800,26,3433,873,1492
210000,19,1863,497,868
112500,18,2205,661,874
212500,25,2135,691,566
245800,20,961,278,525
275000,18,2539,616,964
193800,18,1741,602,508
241700,17,1149,266,403
342200,44,2172,431,892
226000,41,1989,514,1015
252700,36,2831,669,1279
220600,36,1856,475,822
231300,33,1980,614,1057
284900,45,1718,293,757
298600,44,1686,285,712
321800,44,1488,259,667
297700,43,2216,375,918
388300,37,2260,354,809
396400,39,3819,594,1361
466700,39,3089,431,1175
500001,32,4164,701,1277
158200,13,5841,955,2455
142200,7,3200,477,1522
116600,37,1709,278,744
91500,35,2707,481,1595
159400,31,1516,238,596
97600,30,1770,380,990
114500,19,5163,1229,2680
83400,37,2498,472,1291
90000,33,2898,503,1374
72600,17,3107,752,2160
70800,32,2910,641,2011
67700,30,2173,560,1509
85800,30,2981,605,1784
78800,21,3067,706,2140
93000,23,4503,1156,3264
106500,18,5009,1108,2948
161100,18,5761,1063,2763
138700,5,13096,2208,6780
124600,7,9812,1914,5595
155600,10,1652,316,725
137300,22,2699,543,1425
134400,17,1614,431,1031
146700,16,3536,765,2007
146900,8,1755,530,1687
247000,6,3725,960,2833
359000,14,2513,351,1151
205000,6,6160,993,2997
142600,26,2010,347,1160
127200,9,1944,488,1992
117000,13,1203,292,1035
124500,22,2361,618,1472
131300,10,2050,473,1302
207000,18,1891,306,830
255800,8,8552,1437,3335
171900,14,3676,720,1176
340300,13,3651,465,1311
296200,6,9859,1448,4194
213400,16,2794,476,1387
324600,6,3416,493,1319
396000,16,3892,520,1454
485300,14,2518,458,931
439900,10,4926,749,1478
406200,18,4773,743,1970
425900,16,4755,807,1829
370500,15,1804,339,673
500001,30,1670,219,606
500001,27,2530,469,594
500001,25,2911,533,1137
500001,19,1759,214,659
500001,23,6139,826,2036
311900,39,1846,350,765
307400,32,2402,551,1020
258300,32,1601,468,731
212500,31,2182,630,1069
295500,26,2442,659,1134
340400,37,1467,442,651
275000,27,848,300,455
317100,25,1627,375,735
291700,36,1527,427,710
350000,21,1479,484,658
385300,35,2494,690,1126
362500,32,2021,524,973
216700,37,1189,377,645
205800,36,1929,526,974
208300,32,3551,1037,1731
257100,40,2186,549,953
286800,36,1830,430,755
248200,36,1240,310,577
367400,39,1688,256,635
383600,38,1840,291,633
400000,37,2224,331,821
345800,36,2632,450,2038
496400,33,1677,228,629
151600,10,3103,520,1283
163100,6,4632,753,1851
99300,11,4597,782,2534
132400,10,4750,844,1220
123700,30,1937,351,945
88300,33,2271,389,1100
87500,39,3521,747,2256
72100,37,2403,550,1234
59300,33,1210,288,850
146500,22,4249,922,2405
154600,7,2221,548,1440
136000,26,1906,408,1325
121900,13,3163,725,1675
158500,2,2629,509,1044
225600,9,4540,793,2235
500001,22,2398,407,349
227100,13,3730,761,1335
299600,12,5080,814,1958
319800,11,2660,352,1226
240900,14,2323,373,1057
278300,18,2229,346,1088
269600,16,3109,450,1433
369800,9,4632,759,1724
393500,31,2695,491,1059
226900,12,3900,977,1690
500001,25,2582,495,1088
500001,36,1721,264,710
500001,34,1651,273,650
500001,22,5484,1227,1947
500001,15,1882,233,704
500001,15,1036,149,395
500001,42,1761,329,480
500001,24,1663,199,578
326500,37,1616,421,650
290600,30,1328,346,577
227800,25,2076,586,1060
450000,30,1446,385,650
165300,8,1794,276,690
93300,9,5643,1005,3166
124400,8,6042,979,3031
125700,6,6988,1121,3660
117600,34,3687,756,941
110400,26,6339,1244,1177
250000,16,30,3,49
95300,35,1490,253,705
96400,36,3795,676,1742
97600,35,1517,257,658
83800,40,1298,254,793
87800,36,3337,687,2388
87500,52,954,246,943
78800,31,2209,636,1314
70200,27,2896,684,1514
62900,44,567,134,565
73000,38,1093,256,856
82100,21,418,132,401
85700,20,5258,1514,3780
138200,34,1703,395,849
164800,2,337,55,115
127200,13,8443,1744,4885
228900,8,26322,4072,9360
429000,4,6112,890,2088
198500,5,20908,3933,9690
196700,5,2283,337,999
90800,16,1420,311,470
177500,5,5764,996,3161
156900,34,1852,322,978
150700,23,2145,379,1360
139300,8,973,289,663
215700,4,3371,773,1481
342400,7,2949,447,1335
367100,7,3686,733,1612
122400,15,3333,808,1371
214600,27,1839,392,1302
215800,25,1787,311,1108
220900,19,2899,499,1356
148700,16,2240,443,1104
286100,21,2144,340,928
387800,36,2426,454,1085
382100,21,3318,578,1273
230700,17,1853,392,351
488900,34,2105,444,780
500001,26,3940,657,1180
410000,39,1877,426,805
500001,35,1420,193,469
405200,42,2820,488,1175
500001,35,2908,595,1068
53300,32,671,166,856
55600,28,1932,421,1156
100400,10,4676,884,2845
128600,16,3474,633,853
86800,26,3728,888,1765
122200,26,3106,603,1396
90700,35,2028,456,972
122100,26,2469,532,1068
97400,38,1981,343,796
122200,36,1734,280,604
93300,40,2364,438,968
81900,40,2190,496,1214
76800,29,2077,577,1418
66100,47,2456,611,1653
70600,36,2991,822,2378
69500,39,1573,418,1258
90800,44,376,87,273
136700,2,1658,290,868
135700,10,972,212,773
86900,35,3623,841,2721
152700,33,6982,1371,5650
118000,16,3498,702,2372
114600,11,1161,235,640
163600,15,4573,928,2513
98600,13,2832,542,1065
175600,11,1472,261,1012
165800,5,2697,639,1633
157300,16,3002,591,842
178100,14,676,118,384
267900,13,2644,422,1197
252700,12,4459,928,2471
360300,41,1420,338,640
381300,21,2455,660,1015
500000,34,2392,653,933
193800,20,1838,540,615
500000,38,1267,340,442
266700,34,981,313,508
247700,33,4168,1112,1785
358600,44,1934,325,783
40400,35,7922,1636,3431
68300,22,1054,239,428
108300,11,5934,1380,2756
88300,35,4174,847,2127
102600,49,1820,321,757
97000,42,1811,345,856
97300,52,1683,266,646
97600,48,1717,307,610
82900,45,1598,314,771
90000,39,1989,401,805
77900,52,2424,528,1171
75800,44,2337,563,1238
68200,47,1648,432,1308
72100,45,1369,351,1046
65800,40,2198,612,1517
68000,35,2426,715,1920
78800,35,2014,677,1714
197700,9,8185,1525,3630
160600,4,18767,3032,8805
118300,15,4173,804,2393
110000,19,2248,427,1207
162200,7,16010,2726,7139
153800,5,3109,634,1823
157300,16,2150,461,1428
160600,17,821,176,436
111400,15,3780,792,1632
87500,11,2560,445,952
183000,4,617,105,224
168800,4,1380,322,755
